id,create_date,rent_price,deposit,floor,area_total,rooms,region,agent_fee,date_only,repair_type_original,renovation_cosmetic,renovation_design,renovation_euro,renovation_no,renovation_unknown,price_for_m2,is_luxury_by_region,month_deposit,deposit_group,is_high_floor,renovation_score,is_small,is_large,is_studio,is_family,is_expensive_region,area_expensive,rooms_scaled,floor_scaled,rooms_x_floor
2040,2021-12-04 00:54:21.968000+03:00,75000,75000.0,16,73.0,3,1,0.0,2021-12-04,euro,0,0,1,0,0,1027.4,0,1.0,2,0,0.4,0,0,0,1,1,73.0,0.5,0.2777777777777778,0.1388888888888889
2044,2021-12-04 00:51:56.411000+03:00,75000,75000.0,12,75.0,3,1,50.0,2021-12-04,euro,0,0,1,0,0,1000.0,0,1.0,2,0,0.4,0,0,0,1,1,75.0,0.5,0.2037037037037037,0.10185185185185185
2045,2021-12-04 00:50:59.246000+03:00,50000,50000.0,14,60.0,2,1,50.0,2021-12-04,cosmetic,1,0,0,0,0,833.33,0,1.0,1,0,0.0,0,0,0,0,1,60.0,0.3333333333333333,0.24074074074074073,0.08024691358024691
2046,2021-12-04 00:50:57.611000+03:00,50000,30000.0,6,55.0,2,1,60.0,2021-12-04,cosmetic,1,0,0,0,0,909.09,0,0.6,0,0,0.0,0,0,0,0,1,55.0,0.3333333333333333,0.09259259259259259,0.030864197530864196
2048,2021-12-04 00:50:52.687000+03:00,50000,50000.0,23,43.0,1,1,0.0,2021-12-04,euro,0,0,1,0,0,1162.79,1,1.0,1,0,0.4,1,0,1,0,1,43.0,0.16666666666666666,0.40740740740740744,0.06790123456790123
2049,2021-12-04 00:49:30.118000+03:00,78000,78000.0,3,65.0,3,1,25.0,2021-12-04,euro,0,0,1,0,0,1200.0,1,1.0,2,0,0.4,0,0,0,1,1,65.0,0.5,0.037037037037037035,0.018518518518518517
2050,2021-12-04 00:48:59.905000+03:00,47000,47000.0,4,35.0,1,1,50.0,2021-12-04,euro,0,0,1,0,0,1342.86,1,1.0,1,0,0.4,1,0,1,0,1,35.0,0.16666666666666666,0.05555555555555555,0.009259259259259259
2051,2021-12-04 00:47:28.140000+03:00,50000,50000.0,11,57.0,2,1,50.0,2021-12-04,euro,0,0,1,0,0,877.19,0,1.0,1,0,0.4,0,0,0,0,1,57.0,0.3333333333333333,0.18518518518518517,0.06172839506172839
2054,2021-12-04 00:44:56.818000+03:00,49000,0.0,9,34.0,1,1,0.0,2021-12-04,cosmetic,1,0,0,0,0,1441.18,1,0.0,0,0,0.0,1,0,1,0,1,34.0,0.16666666666666666,0.14814814814814814,0.024691358024691357
2055,2021-12-04 00:42:55.188000+03:00,40000,40000.0,6,32.6,1,1,50.0,2021-12-04,euro,0,0,1,0,0,1226.99,1,1.0,1,0,0.4,1,0,1,0,1,32.6,0.16666666666666666,0.09259259259259259,0.015432098765432098
2057,2021-12-04 00:41:12.914000+03:00,25000,10000.0,2,32.0,1,1,70.0,2021-12-04,cosmetic,1,0,0,0,0,781.25,0,0.4,0,0,0.0,1,0,1,0,1,32.0,0.16666666666666666,0.018518518518518517,0.0030864197530864196
2060,2021-12-04 00:36:30.120000+03:00,55000,55000.0,6,55.0,2,1,0.0,2021-12-04,euro,0,0,1,0,0,1000.0,0,1.0,2,0,0.4,0,0,0,0,1,55.0,0.3333333333333333,0.09259259259259259,0.030864197530864196
2061,2021-12-04 00:34:39.229000+03:00,45000,40000.0,2,42.0,2,1,100.0,2021-12-04,unknown,0,0,0,0,1,1071.43,0,0.8888888888888888,1,0,0.0,1,0,0,0,1,42.0,0.3333333333333333,0.018518518518518517,0.006172839506172839
2064,2021-12-04 00:32:55.247000+03:00,40000,20000.0,17,41.0,1,1,20.0,2021-12-04,euro,0,0,1,0,0,975.61,0,0.5,0,0,0.4,1,0,1,0,1,41.0,0.16666666666666666,0.2962962962962963,0.04938271604938271
2065,2021-12-04 00:32:42.659000+03:00,70000,40000.0,2,50.0,2,1,40.0,2021-12-04,cosmetic,1,0,0,0,0,1400.0,1,0.5714285714285714,1,0,0.0,1,0,0,0,1,50.0,0.3333333333333333,0.018518518518518517,0.006172839506172839
2070,2021-12-04 00:32:12.270000+03:00,87000,87000.0,7,55.0,2,1,20.0,2021-12-04,design,0,1,0,0,0,1581.82,1,1.0,2,0,0.6,0,0,0,0,1,55.0,0.3333333333333333,0.1111111111111111,0.037037037037037035
2071,2021-12-04 00:31:42.905000+03:00,40000,40000.0,8,37.0,1,1,60.0,2021-12-04,euro,0,0,1,0,0,1081.08,0,1.0,1,0,0.4,1,0,1,0,1,37.0,0.16666666666666666,0.12962962962962962,0.021604938271604937
2072,2021-12-04 00:31:36.067000+03:00,68000,68000.0,8,80.0,3,1,80.0,2021-12-04,euro,0,0,1,0,0,850.0,0,1.0,2,0,0.4,0,0,0,1,1,80.0,0.5,0.12962962962962962,0.06481481481481481
2073,2021-12-04 00:31:03.256000+03:00,65000,65000.0,2,72.0,3,1,100.0,2021-12-04,euro,0,0,1,0,0,902.78,0,1.0,2,0,0.4,0,0,0,1,1,72.0,0.5,0.018518518518518517,0.009259259259259259
2074,2021-12-04 00:31:01.657000+03:00,60000,60000.0,2,60.0,2,1,50.0,2021-12-04,euro,0,0,1,0,0,1000.0,0,1.0,2,0,0.4,0,0,0,0,1,60.0,0.3333333333333333,0.018518518518518517,0.006172839506172839
2075,2021-12-04 00:31:00.799000+03:00,65000,65000.0,8,64.0,3,1,50.0,2021-12-04,cosmetic,1,0,0,0,0,1015.62,0,1.0,2,0,0.0,0,0,0,1,1,64.0,0.5,0.12962962962962962,0.06481481481481481
2076,2021-12-04 00:30:35.100000+03:00,39000,39000.0,4,38.0,1,1,30.0,2021-12-04,euro,0,0,1,0,0,1026.32,0,1.0,1,0,0.4,1,0,1,0,1,38.0,0.16666666666666666,0.05555555555555555,0.009259259259259259
2079,2021-12-04 00:29:35.101000+03:00,74200,74200.0,9,54.0,2,1,50.0,2021-12-04,cosmetic,1,0,0,0,0,1374.07,1,1.0,2,0,0.0,0,0,0,0,1,54.0,0.3333333333333333,0.14814814814814814,0.04938271604938271
2080,2021-12-04 00:28:38.825000+03:00,85000,85000.0,2,33.0,0,1,0.0,2021-12-04,design,0,1,0,0,0,2575.76,1,1.0,2,0,0.6,1,0,1,0,1,33.0,0.0,0.018518518518518517,0.0
2081,2021-12-04 00:28:38.670000+03:00,55000,55000.0,11,62.0,2,1,50.0,2021-12-04,cosmetic,1,0,0,0,0,887.1,0,1.0,2,0,0.0,0,0,0,0,1,62.0,0.3333333333333333,0.18518518518518517,0.06172839506172839
2082,2021-12-04 00:28:30+03:00,55000,30000.0,13,78.0,3,1,99.0,2021-12-04,cosmetic,1,0,0,0,0,705.13,0,0.5454545454545454,0,0,0.0,0,0,0,1,1,78.0,0.5,0.2222222222222222,0.1111111111111111
2083,2021-12-04 00:27:33.841000+03:00,65000,0.0,27,45.0,1,1,0.0,2021-12-04,design,0,1,0,0,0,1444.44,1,0.0,0,0,0.6,1,0,1,0,1,45.0,0.16666666666666666,0.4814814814814815,0.08024691358024691
2084,2021-12-04 00:26:54.539000+03:00,55000,27500.0,1,49.0,2,1,60.0,2021-12-04,cosmetic,1,0,0,0,0,1122.45,1,0.5,0,0,0.0,1,0,0,0,1,49.0,0.3333333333333333,0.0,0.0
2086,2021-12-04 00:25:10.533000+03:00,62000,60000.0,13,63.7,2,1,0.0,2021-12-04,cosmetic,1,0,0,0,0,973.31,0,0.967741935483871,2,0,0.0,0,0,0,0,1,63.7,0.3333333333333333,0.2222222222222222,0.07407407407407407
2090,2021-12-04 00:23:09.361000+03:00,60000,60000.0,7,38.0,1,1,0.0,2021-12-04,design,0,1,0,0,0,1578.95,1,1.0,2,0,0.6,1,0,1,0,1,38.0,0.16666666666666666,0.1111111111111111,0.018518518518518517
2091,2021-12-04 00:22:20.761000+03:00,38000,38000.0,8,35.0,1,1,40.0,2021-12-04,euro,0,0,1,0,0,1085.71,0,1.0,1,0,0.4,1,0,1,0,1,35.0,0.16666666666666666,0.12962962962962962,0.021604938271604937
2094,2021-12-04 00:21:39.475000+03:00,35000,35000.0,4,38.0,1,1,0.0,2021-12-04,unknown,0,0,0,0,1,921.05,0,1.0,0,0,0.0,1,0,1,0,1,38.0,0.16666666666666666,0.05555555555555555,0.009259259259259259
2095,2021-12-04 00:21:37.272000+03:00,85000,85000.0,10,68.0,2,1,20.0,2021-12-04,euro,0,0,1,0,0,1250.0,1,1.0,2,0,0.4,0,0,0,0,1,68.0,0.3333333333333333,0.16666666666666666,0.05555555555555555
2096,2021-12-04 00:21:26.780000+03:00,85000,85000.0,9,45.0,1,1,50.0,2021-12-04,euro,0,0,1,0,0,1888.89,1,1.0,2,0,0.4,1,0,1,0,1,45.0,0.16666666666666666,0.14814814814814814,0.024691358024691357
2098,2021-12-04 00:20:42.852000+03:00,60000,60000.0,6,59.0,2,1,100.0,2021-12-04,cosmetic,1,0,0,0,0,1016.95,0,1.0,2,0,0.0,0,0,0,0,1,59.0,0.3333333333333333,0.09259259259259259,0.030864197530864196
2099,2021-12-04 00:20:41.699000+03:00,60000,60000.0,11,65.0,3,1,50.0,2021-12-04,cosmetic,1,0,0,0,0,923.08,0,1.0,2,0,0.0,0,0,0,1,1,65.0,0.5,0.18518518518518517,0.09259259259259259
2100,2021-12-04 00:20:40.217000+03:00,60000,60000.0,11,65.0,3,1,85.0,2021-12-04,cosmetic,1,0,0,0,0,923.08,0,1.0,2,0,0.0,0,0,0,1,1,65.0,0.5,0.18518518518518517,0.09259259259259259
2103,2021-12-04 00:18:35.324000+03:00,35000,35000.0,17,41.0,1,1,80.0,2021-12-04,euro,0,0,1,0,0,853.66,0,1.0,0,0,0.4,1,0,1,0,1,41.0,0.16666666666666666,0.2962962962962963,0.04938271604938271
2104,2021-12-04 00:18:35.236000+03:00,59000,59000.0,5,78.0,3,1,40.0,2021-12-04,cosmetic,1,0,0,0,0,756.41,0,1.0,2,0,0.0,0,0,0,1,1,78.0,0.5,0.07407407407407407,0.037037037037037035
2105,2021-12-04 00:16:15.016000+03:00,60000,60000.0,1,40.0,1,1,45.0,2021-12-04,euro,0,0,1,0,0,1500.0,1,1.0,2,0,0.4,1,0,1,0,1,40.0,0.16666666666666666,0.0,0.0
2106,2021-12-04 00:15:42.698000+03:00,59000,59000.0,12,51.0,2,1,50.0,2021-12-04,euro,0,0,1,0,0,1156.86,1,1.0,2,0,0.4,0,0,0,0,1,51.0,0.3333333333333333,0.2037037037037037,0.06790123456790123
2107,2021-12-04 00:15:15.905000+03:00,59000,0.0,10,59.0,3,1,50.0,2021-12-04,euro,0,0,1,0,0,1000.0,0,0.0,0,0,0.4,0,0,0,1,1,59.0,0.5,0.16666666666666666,0.08333333333333333
2108,2021-12-04 00:15:07.963000+03:00,60000,60000.0,1,40.0,1,1,50.0,2021-12-04,euro,0,0,1,0,0,1500.0,1,1.0,2,0,0.4,1,0,1,0,1,40.0,0.16666666666666666,0.0,0.0
2109,2021-12-04 00:15:02.086000+03:00,60000,60000.0,1,43.0,1,1,99.0,2021-12-04,euro,0,0,1,0,0,1395.35,1,1.0,2,0,0.4,1,0,1,0,1,43.0,0.16666666666666666,0.0,0.0
2110,2021-12-04 00:09:34.133000+03:00,35000,35000.0,3,37.0,1,1,50.0,2021-12-04,euro,0,0,1,0,0,945.95,0,1.0,0,0,0.4,1,0,1,0,1,37.0,0.16666666666666666,0.037037037037037035,0.006172839506172839
2111,2021-12-04 00:09:06.005000+03:00,125000,120000.0,2,59.3,2,1,50.0,2021-12-04,euro,0,0,1,0,0,2107.93,1,0.96,2,0,0.4,0,0,0,0,1,59.3,0.3333333333333333,0.018518518518518517,0.006172839506172839
2112,2021-12-04 00:06:44.232000+03:00,34000,17000.0,4,35.0,1,1,50.0,2021-12-04,no,0,0,0,1,0,971.43,0,0.5,0,0,0.0,1,0,1,0,1,35.0,0.16666666666666666,0.05555555555555555,0.009259259259259259
2113,2021-12-04 00:05:19.051000+03:00,100000,100000.0,11,44.0,1,1,50.0,2021-12-04,euro,0,0,1,0,0,2272.73,1,1.0,2,0,0.4,1,0,1,0,1,44.0,0.16666666666666666,0.18518518518518517,0.030864197530864196
2114,2021-12-04 00:04:14.780000+03:00,33000,33000.0,17,26.0,1,1,50.0,2021-12-04,euro,0,0,1,0,0,1269.23,1,1.0,0,0,0.4,1,0,1,0,1,26.0,0.16666666666666666,0.2962962962962963,0.04938271604938271
2116,2021-12-03 23:53:00.736000+03:00,35000,35000.0,4,38.0,1,1,50.0,2021-12-03,cosmetic,1,0,0,0,0,921.05,0,1.0,0,0,0.0,1,0,1,0,1,38.0,0.16666666666666666,0.05555555555555555,0.009259259259259259
2117,2021-12-03 23:52:13.914000+03:00,40000,40000.0,6,25.0,0,1,0.0,2021-12-03,cosmetic,1,0,0,0,0,1600.0,1,1.0,1,0,0.0,1,0,1,0,1,25.0,0.0,0.09259259259259259,0.0
2118,2021-12-03 23:49:20.311000+03:00,40000,40000.0,9,46.0,2,1,50.0,2021-12-03,cosmetic,1,0,0,0,0,869.57,0,1.0,1,0,0.0,1,0,0,0,1,46.0,0.3333333333333333,0.14814814814814814,0.04938271604938271
2119,2021-12-03 23:49:16.971000+03:00,40000,20000.0,11,37.7,1,1,50.0,2021-12-03,euro,0,0,1,0,0,1061.01,0,0.5,0,0,0.4,1,0,1,0,1,37.7,0.16666666666666666,0.18518518518518517,0.030864197530864196
2120,2021-12-03 23:49:15.789000+03:00,40000,40000.0,6,37.0,1,1,90.0,2021-12-03,cosmetic,1,0,0,0,0,1081.08,0,1.0,1,0,0.0,1,0,1,0,1,37.0,0.16666666666666666,0.09259259259259259,0.015432098765432098
2121,2021-12-03 23:49:14.291000+03:00,39000,39.0,7,32.0,1,1,0.0,2021-12-03,euro,0,0,1,0,0,1218.75,1,0.001,0,0,0.4,1,0,1,0,1,32.0,0.16666666666666666,0.1111111111111111,0.018518518518518517
2122,2021-12-03 23:47:27.531000+03:00,150000,150000.0,11,82.0,3,1,0.0,2021-12-03,euro,0,0,1,0,0,1829.27,1,1.0,2,0,0.4,0,0,0,1,1,82.0,0.5,0.18518518518518517,0.09259259259259259
2123,2021-12-03 23:46:41.024000+03:00,150000,150000.0,7,56.0,2,1,0.0,2021-12-03,unknown,0,0,0,0,1,2678.57,1,1.0,2,0,0.0,0,0,0,0,1,56.0,0.3333333333333333,0.1111111111111111,0.037037037037037035
2124,2021-12-03 23:46:40.510000+03:00,140000,140000.0,3,54.4,1,1,50.0,2021-12-03,design,0,1,0,0,0,2573.53,1,1.0,2,0,0.6,0,0,1,0,1,54.4,0.16666666666666666,0.037037037037037035,0.006172839506172839
2125,2021-12-03 23:46:27.969000+03:00,110000,110000.0,11,57.0,2,1,0.0,2021-12-03,design,0,1,0,0,0,1929.82,1,1.0,2,0,0.6,0,0,0,0,1,57.0,0.3333333333333333,0.18518518518518517,0.06172839506172839
2126,2021-12-03 23:46:08.531000+03:00,150000,150000.0,2,98.0,3,1,0.0,2021-12-03,design,0,1,0,0,0,1530.61,1,1.0,2,0,0.6,0,0,0,1,1,98.0,0.5,0.018518518518518517,0.009259259259259259
2127,2021-12-03 23:43:38.129000+03:00,150000,150000.0,4,100.0,3,1,0.0,2021-12-03,euro,0,0,1,0,0,1500.0,1,1.0,2,0,0.4,0,0,0,1,1,100.0,0.5,0.05555555555555555,0.027777777777777776
2128,2021-12-03 23:37:57.206000+03:00,43000,43000.0,4,39.0,1,1,100.0,2021-12-03,cosmetic,1,0,0,0,0,1102.56,1,1.0,1,0,0.0,1,0,1,0,1,39.0,0.16666666666666666,0.05555555555555555,0.009259259259259259
2129,2021-12-03 23:37:39.109000+03:00,100000,100000.0,21,97.0,3,1,0.0,2021-12-03,euro,0,0,1,0,0,1030.93,0,1.0,2,0,0.4,0,0,0,1,1,97.0,0.5,0.37037037037037035,0.18518518518518517
2130,2021-12-03 23:35:51.409000+03:00,135000,135000.0,4,35.0,1,1,0.0,2021-12-03,euro,0,0,1,0,0,3857.14,1,1.0,2,0,0.4,1,0,1,0,1,35.0,0.16666666666666666,0.05555555555555555,0.009259259259259259
2131,2021-12-03 23:35:13.196000+03:00,40000,40000.0,1,35.0,1,1,60.0,2021-12-03,euro,0,0,1,0,0,1142.86,1,1.0,1,0,0.4,1,0,1,0,1,35.0,0.16666666666666666,0.0,0.0
2132,2021-12-03 23:34:50.230000+03:00,100000,100000.0,17,60.0,2,1,50.0,2021-12-03,design,0,1,0,0,0,1666.67,1,1.0,2,0,0.6,0,0,0,0,1,60.0,0.3333333333333333,0.2962962962962963,0.09876543209876543
2133,2021-12-03 23:30:40.171000+03:00,42000,42000.0,7,40.0,1,1,50.0,2021-12-03,euro,0,0,1,0,0,1050.0,0,1.0,1,0,0.4,1,0,1,0,1,40.0,0.16666666666666666,0.1111111111111111,0.018518518518518517
2134,2021-12-03 23:13:01.624000+03:00,55000,55000.0,1,50.0,2,1,50.0,2021-12-03,cosmetic,1,0,0,0,0,1100.0,1,1.0,2,0,0.0,1,0,0,0,1,50.0,0.3333333333333333,0.0,0.0
2136,2021-12-03 23:07:12.096000+03:00,35000,35000.0,27,20.0,1,1,0.0,2021-12-03,euro,0,0,1,0,0,1750.0,1,1.0,0,0,0.4,1,0,1,0,1,20.0,0.16666666666666666,0.4814814814814815,0.08024691358024691
2138,2021-12-03 23:04:04.659000+03:00,35000,35000.0,10,37.0,1,1,50.0,2021-12-03,cosmetic,1,0,0,0,0,945.95,0,1.0,0,0,0.0,1,0,1,0,1,37.0,0.16666666666666666,0.16666666666666666,0.027777777777777776
2139,2021-12-03 23:04:03.022000+03:00,35000,35000.0,8,45.0,2,1,99.0,2021-12-03,euro,0,0,1,0,0,777.78,0,1.0,0,0,0.4,1,0,0,0,1,45.0,0.3333333333333333,0.12962962962962962,0.043209876543209874
2141,2021-12-03 23:02:37.416000+03:00,35000,35000.0,4,40.0,1,1,99.0,2021-12-03,cosmetic,1,0,0,0,0,875.0,0,1.0,0,0,0.0,1,0,1,0,1,40.0,0.16666666666666666,0.05555555555555555,0.009259259259259259
2144,2021-12-03 22:57:02.652000+03:00,215000,215000.0,6,150.0,5,1,0.0,2021-12-03,cosmetic,1,0,0,0,0,1433.33,1,1.0,2,0,0.0,0,1,0,1,1,150.0,0.8333333333333333,0.09259259259259259,0.07716049382716049
2147,2021-12-03 22:49:52.280000+03:00,31500,33000.0,2,33.0,1,1,20.0,2021-12-03,cosmetic,1,0,0,0,0,954.55,0,1.0476190476190477,0,0,0.0,1,0,1,0,1,33.0,0.16666666666666666,0.018518518518518517,0.0030864197530864196
2148,2021-12-03 22:49:03.760000+03:00,33000,33000.0,1,45.0,2,1,50.0,2021-12-03,cosmetic,1,0,0,0,0,733.33,0,1.0,0,0,0.0,1,0,0,0,1,45.0,0.3333333333333333,0.0,0.0
2150,2021-12-03 22:46:44.365000+03:00,32000,15000.0,2,62.0,0,1,0.0,2021-12-03,design,0,1,0,0,0,516.13,0,0.46875,0,0,0.6,0,0,1,0,1,62.0,0.0,0.018518518518518517,0.0
2151,2021-12-03 22:43:22.926000+03:00,48000,45000.0,11,42.0,1,1,0.0,2021-12-03,design,0,1,0,0,0,1142.86,1,0.9375,1,0,0.6,1,0,1,0,1,42.0,0.16666666666666666,0.18518518518518517,0.030864197530864196
2152,2021-12-03 22:42:59.946000+03:00,45000,45000.0,9,35.0,2,1,12.0,2021-12-03,euro,0,0,1,0,0,1285.71,1,1.0,1,0,0.4,1,0,0,0,1,35.0,0.3333333333333333,0.14814814814814814,0.04938271604938271
2153,2021-12-03 22:42:20.957000+03:00,39000,40000.0,16,35.0,1,1,0.0,2021-12-03,cosmetic,1,0,0,0,0,1114.29,1,1.0256410256410255,1,0,0.0,1,0,1,0,1,35.0,0.16666666666666666,0.2777777777777778,0.046296296296296294
2154,2021-12-03 22:41:49.955000+03:00,50000,50000.0,8,54.0,2,1,50.0,2021-12-03,cosmetic,1,0,0,0,0,925.93,0,1.0,1,0,0.0,0,0,0,0,1,54.0,0.3333333333333333,0.12962962962962962,0.043209876543209874
2155,2021-12-03 22:41:33.153000+03:00,35000,35000.0,5,38.0,1,1,50.0,2021-12-03,euro,0,0,1,0,0,921.05,0,1.0,0,0,0.4,1,0,1,0,1,38.0,0.16666666666666666,0.07407407407407407,0.012345679012345678
2156,2021-12-03 22:41:08.716000+03:00,50000,50000.0,2,50.0,2,1,50.0,2021-12-03,cosmetic,1,0,0,0,0,1000.0,0,1.0,1,0,0.0,1,0,0,0,1,50.0,0.3333333333333333,0.018518518518518517,0.006172839506172839
2157,2021-12-03 22:37:47.405000+03:00,38000,38000.0,4,35.0,1,1,90.0,2021-12-03,cosmetic,1,0,0,0,0,1085.71,0,1.0,1,0,0.0,1,0,1,0,1,35.0,0.16666666666666666,0.05555555555555555,0.009259259259259259
2158,2021-12-03 22:36:11.886000+03:00,38000,38000.0,3,40.0,1,1,50.0,2021-12-03,cosmetic,1,0,0,0,0,950.0,0,1.0,1,0,0.0,1,0,1,0,1,40.0,0.16666666666666666,0.037037037037037035,0.006172839506172839
2159,2021-12-03 22:34:31.928000+03:00,48000,49000.0,9,48.0,1,1,45.0,2021-12-03,euro,0,0,1,0,0,1000.0,0,1.0208333333333333,1,0,0.4,1,0,1,0,1,48.0,0.16666666666666666,0.14814814814814814,0.024691358024691357
2161,2021-12-03 22:32:23.863000+03:00,45000,45000.0,4,60.0,2,1,30.0,2021-12-03,euro,0,0,1,0,0,750.0,0,1.0,1,0,0.4,0,0,0,0,1,60.0,0.3333333333333333,0.05555555555555555,0.018518518518518517
2162,2021-12-03 22:31:53.291000+03:00,44000,44000.0,4,45.0,2,1,50.0,2021-12-03,euro,0,0,1,0,0,977.78,0,1.0,1,0,0.4,1,0,0,0,1,45.0,0.3333333333333333,0.05555555555555555,0.018518518518518517
2163,2021-12-03 22:31:08.451000+03:00,47000,47000.0,7,55.0,2,1,50.0,2021-12-03,cosmetic,1,0,0,0,0,854.55,0,1.0,1,0,0.0,0,0,0,0,1,55.0,0.3333333333333333,0.1111111111111111,0.037037037037037035
2164,2021-12-03 22:28:32.233000+03:00,43000,43000.0,8,43.0,2,1,100.0,2021-12-03,cosmetic,1,0,0,0,0,1000.0,0,1.0,1,0,0.0,1,0,0,0,1,43.0,0.3333333333333333,0.12962962962962962,0.043209876543209874
2165,2021-12-03 22:28:08.712000+03:00,43000,43000.0,3,44.0,2,1,100.0,2021-12-03,cosmetic,1,0,0,0,0,977.27,0,1.0,1,0,0.0,1,0,0,0,1,44.0,0.3333333333333333,0.037037037037037035,0.012345679012345678
2166,2021-12-03 22:23:16.532000+03:00,45000,45000.0,10,34.9,1,1,50.0,2021-12-03,euro,0,0,1,0,0,1289.4,1,1.0,1,0,0.4,1,0,1,0,1,34.9,0.16666666666666666,0.16666666666666666,0.027777777777777776
2167,2021-12-03 22:20:14.601000+03:00,45000,45000.0,12,52.0,2,1,50.0,2021-12-03,euro,0,0,1,0,0,865.38,0,1.0,1,0,0.4,0,0,0,0,1,52.0,0.3333333333333333,0.2037037037037037,0.06790123456790123
2168,2021-12-03 22:20:12.649000+03:00,45000,45000.0,2,30.0,1,1,65.0,2021-12-03,cosmetic,1,0,0,0,0,1500.0,1,1.0,1,0,0.0,1,0,1,0,1,30.0,0.16666666666666666,0.018518518518518517,0.0030864197530864196
2169,2021-12-03 22:17:43.664000+03:00,45000,45000.0,2,34.0,1,1,50.0,2021-12-03,euro,0,0,1,0,0,1323.53,1,1.0,1,0,0.4,1,0,1,0,1,34.0,0.16666666666666666,0.018518518518518517,0.0030864197530864196
2170,2021-12-03 22:17:41.892000+03:00,45000,45000.0,4,44.6,2,1,100.0,2021-12-03,euro,0,0,1,0,0,1008.97,0,1.0,1,0,0.4,1,0,0,0,1,44.6,0.3333333333333333,0.05555555555555555,0.018518518518518517
2172,2021-12-03 22:17:40.430000+03:00,45000,45000.0,7,40.0,1,1,50.0,2021-12-03,euro,0,0,1,0,0,1125.0,1,1.0,1,0,0.4,1,0,1,0,1,40.0,0.16666666666666666,0.1111111111111111,0.018518518518518517
2173,2021-12-03 22:17:24.089000+03:00,45000,0.0,16,55.0,2,1,80.0,2021-12-03,euro,0,0,1,0,0,818.18,0,0.0,0,0,0.4,0,0,0,0,1,55.0,0.3333333333333333,0.2777777777777778,0.09259259259259259
2174,2021-12-03 22:16:26.991000+03:00,45000,30000.0,2,31.0,2,1,70.0,2021-12-03,euro,0,0,1,0,0,1451.61,1,0.6666666666666666,0,0,0.4,1,0,0,0,1,31.0,0.3333333333333333,0.018518518518518517,0.006172839506172839
2175,2021-12-03 22:16:24.426000+03:00,45000,45000.0,3,44.0,2,1,50.0,2021-12-03,cosmetic,1,0,0,0,0,1022.73,0,1.0,1,0,0.0,1,0,0,0,1,44.0,0.3333333333333333,0.037037037037037035,0.012345679012345678
2176,2021-12-03 22:14:35.207000+03:00,45000,45000.0,8,60.0,2,1,50.0,2021-12-03,euro,0,0,1,0,0,750.0,0,1.0,1,0,0.4,0,0,0,0,1,60.0,0.3333333333333333,0.12962962962962962,0.043209876543209874
2177,2021-12-03 22:14:33.024000+03:00,45000,45000.0,6,53.0,1,1,99.0,2021-12-03,euro,0,0,1,0,0,849.06,0,1.0,1,0,0.4,0,0,1,0,1,53.0,0.16666666666666666,0.09259259259259259,0.015432098765432098
2178,2021-12-03 22:14:19.126000+03:00,45000,45000.0,11,40.0,1,1,50.0,2021-12-03,euro,0,0,1,0,0,1125.0,1,1.0,1,0,0.4,1,0,1,0,1,40.0,0.16666666666666666,0.18518518518518517,0.030864197530864196
2179,2021-12-03 22:14:01.102000+03:00,45000,45000.0,16,55.0,2,1,50.0,2021-12-03,euro,0,0,1,0,0,818.18,0,1.0,1,0,0.4,0,0,0,0,1,55.0,0.3333333333333333,0.2777777777777778,0.09259259259259259
2180,2021-12-03 22:13:41.053000+03:00,28000,28000.0,8,40.0,1,1,70.0,2021-12-03,cosmetic,1,0,0,0,0,700.0,0,1.0,0,0,0.0,1,0,1,0,1,40.0,0.16666666666666666,0.12962962962962962,0.021604938271604937
2185,2021-12-03 22:09:17.130000+03:00,44000,35000.0,6,38.0,1,1,0.0,2021-12-03,cosmetic,1,0,0,0,0,1157.89,1,0.7954545454545454,0,0,0.0,1,0,1,0,1,38.0,0.16666666666666666,0.09259259259259259,0.015432098765432098
2190,2021-12-03 22:05:27.103000+03:00,270000,270000.0,3,105.0,3,1,0.0,2021-12-03,design,0,1,0,0,0,2571.43,1,1.0,2,0,0.6,0,1,0,1,1,105.0,0.5,0.037037037037037035,0.018518518518518517
2191,2021-12-03 22:05:09.642000+03:00,270000,270000.0,5,70.0,2,1,0.0,2021-12-03,euro,0,0,1,0,0,3857.14,1,1.0,2,0,0.4,0,0,0,0,1,70.0,0.3333333333333333,0.07407407407407407,0.024691358024691357
2196,2021-12-03 21:56:14.333000+03:00,25000,25000.0,10,38.0,1,1,0.0,2021-12-03,cosmetic,1,0,0,0,0,657.89,0,1.0,0,0,0.0,1,0,1,0,1,38.0,0.16666666666666666,0.16666666666666666,0.027777777777777776
2207,2021-12-03 21:32:30.124000+03:00,30000,15000.0,4,30.0,1,1,0.0,2021-12-03,no,0,0,0,1,0,1000.0,0,0.5,0,0,0.0,1,0,1,0,1,30.0,0.16666666666666666,0.05555555555555555,0.009259259259259259
2209,2021-12-03 21:32:26.909000+03:00,33000,33000.0,2,30.0,1,1,100.0,2021-12-03,cosmetic,1,0,0,0,0,1100.0,1,1.0,0,0,0.0,1,0,1,0,1,30.0,0.16666666666666666,0.018518518518518517,0.0030864197530864196
2210,2021-12-03 21:31:39.874000+03:00,30000,30000.0,10,37.0,1,1,100.0,2021-12-03,cosmetic,1,0,0,0,0,810.81,0,1.0,0,0,0.0,1,0,1,0,1,37.0,0.16666666666666666,0.16666666666666666,0.027777777777777776
